系统始发港,系统目的港,箱型,百分比,系统船公司,ALL IN 海运价,有效期开始时间,截止时间时间, 预算费用,
青岛,里斯本,40GP,100%,CMA,1730,2020/1/1,2020/3/31,1730,
青岛,里斯本,40HC,100%,CMA,1730,2020/1/1,2020/3/31,1730,
青岛,里斯本,20GP,100%,CMA,880,2020/4/1,2020/6/30,880,
青岛,里斯本,40GP,100%,CMA,1760,2020/4/1,2020/6/30,1760,
青岛,里斯本,40HC,100%,CMA,1760,2020/4/1,2020/6/30,1760,
青岛,里斯本,20GP,100%,CMA,700,2020/7/1,2020/9/30,700,
青岛,里斯本,40GP,100%,CMA,1400,2020/7/1,2020/9/30,1400,
青岛,里斯本,40HC,100%,CMA,1400,2020/7/1,2020/9/30,1400,
青岛,利伯维尔,40HC,100%,MSC,2255,2020/1/1,2020/2/29,2255,
青岛,利马索尔,20GP,30%,CMA,767.5,2020/1/1,2020/3/31,230.25,
青岛,利马索尔,40GP,30%,CMA,1535,2020/1/1,2020/3/31,460.5,
青岛,利马索尔,40HC,30%,CMA,1535,2020/1/1,2020/3/31,460.5,
青岛,利马索尔,20GP,30%,CMA,783,2020/4/1,2020/6/30,234.9,
青岛,利马索尔,40GP,30%,CMA,1565,2020/4/1,2020/6/30,469.5,
青岛,利马索尔,40HC,30%,CMA,1565,2020/4/1,2020/6/30,469.5,
青岛,利马索尔,20GP,30%,CMA,602.5,2020/7/1,2020/9/30,180.75,
青岛,利马索尔,40GP,30%,CMA,1205,2020/7/1,2020/9/30,361.5,
青岛,利马索尔,40HC,30%,CMA,1205,2020/7/1,2020/9/30,361.5,
青岛,利马索尔,20GP,70%,MSC,750,2020/1/1,2020/3/31,525,
青岛,利马索尔,40GP,70%,MSC,1500,2020/1/1,2020/3/31,1050,
青岛,利马索尔,40HC,70%,MSC,1500,2020/1/1,2020/3/31,1050,
青岛,利马索尔,20GP,70%,MSC,787,2020/4/1,2020/6/30,550.9,
青岛,利马索尔,40GP,70%,MSC,1574,2020/4/1,2020/6/30,1101.8,
青岛,利马索尔,40HC,70%,MSC,1574,2020/4/1,2020/6/30,1101.8,
青岛,利马索尔,20GP,70%,MSC,589,2020/7/1,2020/9/30,412.3,
青岛,利马索尔,40GP,70%,MSC,1178,2020/7/1,2020/9/30,824.6,
青岛,利马索尔,40HC,70%,MSC,1178,2020/7/1,2020/9/30,824.6,
青岛,林查班,20GP,15%,CMA,255.2147765,2020/1/1,2020/2/29,38.28221648,
青岛,林查班,40GP,15%,CMA,400.2330138,2020/1/1,2020/2/29,60.03495207,
青岛,林查班,40HC,15%,CMA,400.2330138,2020/1/1,2020/2/29,60.03495207,
青岛,林查班,20GP,10%,CMA,245,2020/3/1,2020/6/30,24.5,
青岛,林查班,40GP,10%,CMA,360,2020/3/1,2020/6/30,36,
青岛,林查班,40HC,10%,CMA,360,2020/3/1,2020/6/30,36,
青岛,林查班,20GP,10%,CMA,175,2020/7/1,2020/9/30,17.5,
青岛,林查班,40GP,10%,CMA,220,2020/7/1,2020/9/30,22,
青岛,林查班,40HC,10%,CMA,220,2020/7/1,2020/9/30,22,
青岛,林查班,20GP,85%,COSCO,330,2020/1/1,2020/2/29,280.5,
青岛,林查班,40GP,85%,COSCO,330,2020/1/1,2020/2/29,280.5,
青岛,林查班,40HC,85%,COSCO,330,2020/1/1,2020/2/29,280.5,
青岛,林查班,20GP,65%,COSCO,150,2020/3/1,2020/6/30,97.5,
青岛,林查班,40GP,65%,COSCO,220,2020/3/1,2020/6/30,143,
青岛,林查班,40HC,65%,COSCO,220,2020/3/1,2020/6/30,143,
青岛,林查班,20GP,65%,COSCO,107,2020/7/1,2020/9/30,69.55,
青岛,林查班,40GP,65%,COSCO,134,2020/7/1,2020/9/30,87.1,
青岛,林查班,40HC,65%,COSCO,134,2020/7/1,2020/9/30,87.1,
青岛,林查班,20GP,10%,EVERGREEN,200,2020/3/1,2020/6/30,20,
青岛,林查班,40GP,10%,EVERGREEN,330,2020/3/1,2020/6/30,33,
青岛,林查班,40HC,10%,EVERGREEN,330,2020/3/1,2020/6/30,33,
青岛,林查班,20GP,0%,HAIER LOGISTICS,270,2020/1/1,2020/2/29,0,
青岛,林查班,40GP,0%,HAIER LOGISTICS,255,2020/1/1,2020/2/29,0,
青岛,林查班,40HC,0%,HAIER LOGISTICS,255,2020/1/1,2020/2/29,0,
青岛,林查班,20GP,5%,IAL,250,2020/3/1,2020/6/30,12.5,
青岛,林查班,40GP,5%,IAL,250,2020/3/1,2020/6/30,12.5,
青岛,林查班,40HC,5%,IAL,250,2020/3/1,2020/6/30,12.5,
青岛,林查班,20GP,5%,IAL,250,2020/7/1,2020/9/30,12.5,
青岛,林查班,40GP,5%,IAL,250,2020/7/1,2020/9/30,12.5,
青岛,林查班,40HC,5%,IAL,250,2020/7/1,2020/9/30,12.5,
青岛,林查班,20GP,0%,MAERSK,290,2020/1/1,2020/2/29,0,
青岛,林查班,40GP,0%,MAERSK,450,2020/1/1,2020/2/29,0,
青岛,林查班,40HC,0%,MAERSK,450,2020/1/1,2020/2/29,0,
青岛,林查班,20GP,10%,OOCL,240,2020/3/1,2020/6/30,24,
青岛,林查班,40GP,10%,OOCL,350,2020/3/1,2020/6/30,35,
青岛,林查班,40HC,10%,OOCL,350,2020/3/1,2020/6/30,35,
青岛,林查班,20GP,10%,OOCL,240,2020/7/1,2020/9/30,24,
青岛,林查班,40GP,10%,OOCL,350,2020/7/1,2020/9/30,35,
青岛,林查班,40HC,10%,OOCL,350,2020/7/1,2020/9/30,35,
青岛,林查班,20GP,10%,长荣,200,2020/7/1,2020/9/30,20,
青岛,林查班,40GP,10%,长荣,330,2020/7/1,2020/9/30,33,
青岛,林查班,40HC,10%,长荣,330,2020/7/1,2020/9/30,33,
青岛,林查班(开顶),20GP,100%,青岛全泰国际物流有限公司,1150,2020/1/15,2020/1/31,1150,
青岛,林查班(开顶),40GP,100%,青岛全泰国际物流有限公司,1500,2020/1/15,2020/1/31,1500,
青岛,林查班(开顶),40HC,100%,青岛全泰国际物流有限公司,0,2020/1/15,2020/1/31,0,
青岛,林查班(开顶),20GP,100%,青岛全泰国际物流有限公司,0,2020/3/15,2020/3/31,0,
青岛,林查班(开顶),40GP,100%,青岛全泰国际物流有限公司,1000,2020/3/15,2020/3/31,1000,
青岛,林查班(开顶),40HC,100%,青岛全泰国际物流有限公司,0,2020/3/15,2020/3/31,0,
青岛,罗安达,20GP,100%,CMA LOGISTICS,0,2020/2/15,2020/2/29,0,
青岛,罗安达,40GP,100%,CMA LOGISTICS,0,2020/2/15,2020/2/29,0,
青岛,罗安达,40HC,100%,CMA LOGISTICS,3065,2020/2/15,2020/2/29,3065,
青岛,罗安达,20GP,100%,CMA LOGISTICS,0,2020/3/1,2020/3/15,0,
青岛,罗安达,40GP,100%,CMA LOGISTICS,0,2020/3/1,2020/3/15,0,
青岛,罗安达,40HC,100%,CMA LOGISTICS,3065,2020/3/1,2020/3/15,3065,
青岛,罗安达,20GP,100%,MSC,1625,2020/1/1,2020/2/14,1625,
青岛,罗安达,40GP,100%,MSC,2305,2020/1/1,2020/2/14,2305,
青岛,罗安达,40HC,100%,MSC,2305,2020/1/1,2020/2/14,2305,
青岛,洛美,20GP,100%,CMA,1453.48,2020/1/1,2020/2/29,1453.48,
青岛,洛美,40GP,100%,CMA,1950.48,2020/1/1,2020/2/29,1950.48,
青岛,洛美,40HC,100%,CMA,1950.48,2020/1/1,2020/2/29,1950.48,
青岛,洛美,20GP,60%,CMA,2015,2020/3/1,2020/6/30,1209,
青岛,洛美,40GP,60%,CMA,2270,2020/3/1,2020/6/30,1362,
青岛,洛美,40HC,60%,CMA,2270,2020/3/1,2020/6/30,1362,
青岛,洛美,20GP,60%,CMA,1767,2020/7/1,2020/9/30,1060.2,
青岛,洛美,40GP,60%,CMA,1774,2020/7/1,2020/9/30,1064.4,
青岛,洛美,40HC,60%,CMA,1774,2020/7/1,2020/9/30,1064.4,
青岛,洛美,20GP,40%,MAERSK,1685,2020/3/1,2020/6/30,674,
青岛,洛美,40GP,40%,MAERSK,2372,2020/3/1,2020/6/30,948.8,
青岛,洛美,40HC,40%,MAERSK,2372,2020/3/1,2020/6/30,948.8,
青岛,洛美,20GP,40%,MAERSK,1390,2020/7/1,2020/9/30,556,
青岛,洛美,40GP,40%,MAERSK,1780,2020/7/1,2020/9/30,712,
青岛,洛美,40HC,40%,MAERSK,1780,2020/7/1,2020/9/30,712,
青岛,马尔萨什洛克,20GP,20%,CMA,767.5,2020/1/1,2020/3/31,153.5,
青岛,马尔萨什洛克,40GP,20%,CMA,1535,2020/1/1,2020/3/31,307,
青岛,马尔萨什洛克,40HC,20%,CMA,1535,2020/1/1,2020/3/31,307,
青岛,马尔萨什洛克,20GP,20%,CMA,782.5,2020/4/1,2020/6/30,156.5,
青岛,马尔萨什洛克,40GP,20%,CMA,1565,2020/4/1,2020/6/30,313,
青岛,马尔萨什洛克,40HC,20%,CMA,1565,2020/4/1,2020/6/30,313,
青岛,马尔萨什洛克,20GP,20%,CMA,602.5,2020/7/1,2020/9/30,120.5,
青岛,马尔萨什洛克,40GP,20%,CMA,1205,2020/7/1,2020/9/30,241,
青岛,马尔萨什洛克,40HC,20%,CMA,1205,2020/7/1,2020/9/30,241,
青岛,马尔萨什洛克,20GP,50%,COSCO,662.5,2020/1/1,2020/3/31,331.25,
青岛,马尔萨什洛克,40GP,50%,COSCO,1325,2020/1/1,2020/3/31,662.5,
青岛,马尔萨什洛克,40HC,50%,COSCO,1325,2020/1/1,2020/3/31,662.5,
青岛,马尔萨什洛克,20GP,50%,COSCO,688.5,2020/4/1,2020/6/30,344.25,
青岛,马尔萨什洛克,40GP,50%,COSCO,1377,2020/4/1,2020/6/30,688.5,
青岛,马尔萨什洛克,40HC,50%,COSCO,1377,2020/4/1,2020/6/30,688.5,
青岛,马尔萨什洛克,20GP,50%,COSCO,701.5,2020/7/1,2020/9/30,350.75,701.5
青岛,马尔萨什洛克,40GP,50%,COSCO,1403,2020/7/1,2020/9/30,701.5,1403
青岛,马尔萨什洛克,40HC,50%,COSCO,1403,2020/7/1,2020/9/30,701.5,1403
青岛,马尔萨什洛克,20GP,30%,MSC,712.5,2020/1/1,2020/3/31,213.75,
青岛,马尔萨什洛克,40GP,30%,MSC,1425,2020/1/1,2020/3/31,427.5,
青岛,马尔萨什洛克,40HC,30%,MSC,1425,2020/1/1,2020/3/31,427.5,
青岛,马尔萨什洛克,20GP,30%,MSC,749.5,2020/4/1,2020/6/30,224.85,
青岛,马尔萨什洛克,40GP,30%,MSC,1499,2020/4/1,2020/6/30,449.7,
青岛,马尔萨什洛克,40HC,30%,MSC,1499,2020/4/1,2020/6/30,449.7,
青岛,马尔萨什洛克,20GP,30%,MSC,551.5,2020/7/1,2020/9/30,165.45,
青岛,马尔萨什洛克,40GP,30%,MSC,1103,2020/7/1,2020/9/30,330.9,
青岛,马尔萨什洛克,40HC,30%,MSC,1103,2020/7/1,2020/9/30,330.9,
青岛,马尼拉北港,20GP,100%,COSCO,550,2020/1/1,2020/2/29,550,
青岛,马尼拉北港,40GP,50%,COSCO,700,2020/1/1,2020/2/29,350,
青岛,马尼拉北港,40HC,50%,COSCO,700,2020/1/1,2020/2/29,350,
青岛,马尼拉北港,20GP,50%,COSCO,390,2020/3/1,2020/6/30,195,
青岛,马尼拉北港,40GP,50%,COSCO,430,2020/3/1,2020/6/30,215,
青岛,马尼拉北港,40HC,50%,COSCO,430,2020/3/1,2020/6/30,215,
青岛,马尼拉北港,20GP,50%,COSCO,347,2020/7/1,2020/9/30,173.5,
青岛,马尼拉北港,40GP,50%,COSCO,344,2020/7/1,2020/9/30,172,
青岛,马尼拉北港,40HC,50%,COSCO,344,2020/7/1,2020/9/30,172,
青岛,马尼拉北港,20GP,30%,EVERGREEN,280,2020/3/1,2020/6/30,84,
青岛,马尼拉北港,40GP,30%,EVERGREEN,490,2020/3/1,2020/6/30,147,
青岛,马尼拉北港,40HC,30%,EVERGREEN,490,2020/3/1,2020/6/30,147,
青岛,马尼拉北港,40GP,50%,HYNUNDAI,650,2020/1/1,2020/2/29,325,
青岛,马尼拉北港,40HC,50%,HYNUNDAI,650,2020/1/1,2020/2/29,325,
青岛,马尼拉北港,20GP,20%,SITC,340,2020/3/1,2020/6/30,68,
青岛,马尼拉北港,40GP,20%,SITC,520,2020/3/1,2020/6/30,104,
青岛,马尼拉北港,40HC,20%,SITC,520,2020/3/1,2020/6/30,104,
青岛,马尼拉北港,20GP,20%,SITC,340,2020/7/1,2020/9/30,68,
青岛,马尼拉北港,40GP,20%,SITC,520,2020/7/1,2020/9/30,104,
青岛,马尼拉北港,40HC,20%,SITC,520,2020/7/1,2020/9/30,104,
青岛,马尼拉北港,20GP,30%,长荣,280,2020/7/1,2020/9/30,84,
青岛,马尼拉北港,40GP,30%,长荣,490,2020/7/1,2020/9/30,147,
青岛,马尼拉北港,40HC,30%,长荣,490,2020/7/1,2020/9/30,147,
青岛,马尼拉南港,20GP,50%,COSCO,550,2020/1/1,2020/2/29,275,
青岛,马尼拉南港,40GP,100%,COSCO,700,2020/1/1,2020/2/29,700,
青岛,马尼拉南港,40HC,50%,COSCO,700,2020/1/1,2020/2/29,350,
青岛,马尼拉南港,20GP,100%,COSCO,390,2020/3/1,2020/6/30,390,
青岛,马尼拉南港,40GP,100%,COSCO,430,2020/3/1,2020/6/30,430,
青岛,马尼拉南港,40HC,100%,COSCO,430,2020/3/1,2020/6/30,430,
青岛,马尼拉南港,20GP,100%,COSCO,347,2020/7/1,2020/9/30,347,
青岛,马尼拉南港,40GP,100%,COSCO,344,2020/7/1,2020/9/30,344,
青岛,马尼拉南港,40HC,100%,COSCO,344,2020/7/1,2020/9/30,344,
青岛,马尼拉南港,20GP,50%,HYNUNDAI,350,2020/1/1,2020/2/29,175,
青岛,马尼拉南港,40HC,50%,HYNUNDAI,650,2020/1/1,2020/2/29,325,
青岛,麦德林,20GP,100%,ONE,1601,2020/3/1,2020/6/30,1601,
青岛,麦德林,40GP,100%,ONE,1952,2020/3/1,2020/6/30,1952,
青岛,麦德林,40HC,100%,ONE,1952,2020/3/1,2020/6/30,1952,
青岛,麦德林,20GP,100%,ONE,1308,2020/7/1,2020/9/30,1308,
青岛,麦德林,40GP,100%,ONE,1566,2020/7/1,2020/9/30,1566,
青岛,麦德林,40HC,100%,ONE,1566,2020/7/1,2020/9/30,1566,
青岛,曼谷,20GP,100%,COSCO,280,2020/3/1,2020/6/30,280,
青岛,曼谷,40GP,100%,COSCO,320,2020/3/1,2020/6/30,320,
青岛,曼谷,40HC,100%,COSCO,320,2020/3/1,2020/6/30,320,
青岛,曼谷,20GP,100%,COSCO,237,2020/7/1,2020/9/30,237,
青岛,曼谷,40GP,100%,COSCO,234,2020/7/1,2020/9/30,234,
青岛,曼谷,40HC,100%,COSCO,234,2020/7/1,2020/9/30,234,
青岛,曼萨尼约(蒙特雷),20GP,100%,CMA,1778,2020/1/1,2020/2/29,1778,
青岛,曼萨尼约(蒙特雷),40GP,100%,CMA,2178,2020/1/1,2020/2/29,2178,
青岛,曼萨尼约(蒙特雷),40HC,100%,CMA,2178,2020/1/1,2020/2/29,2178,
青岛,曼萨尼约(蒙特雷),20GP,20%,CMA,1625,2020/3/1,2020/6/30,325,
青岛,曼萨尼约(蒙特雷),40GP,20%,CMA,1875,2020/3/1,2020/6/30,375,
青岛,曼萨尼约(蒙特雷),40HC,20%,CMA,1875,2020/3/1,2020/6/30,375,
青岛,曼萨尼约(蒙特雷),20GP,50%,CMA,1446,2020/7/1,2020/9/30,723,
青岛,曼萨尼约(蒙特雷),40GP,50%,CMA,1517,2020/7/1,2020/9/30,758.5,
青岛,曼萨尼约(蒙特雷),40HC,50%,CMA,1517,2020/7/1,2020/9/30,758.5,
青岛,曼萨尼约(蒙特雷),20GP,50%,HAMBURG SUD,1678,2020/3/1,2020/6/30,839,
青岛,曼萨尼约(蒙特雷),40GP,50%,HAMBURG SUD,1756,2020/3/1,2020/6/30,878,
青岛,曼萨尼约(蒙特雷),40HC,50%,HAMBURG SUD,1756,2020/3/1,2020/6/30,878,
青岛,曼萨尼约(蒙特雷),20GP,50%,HAMBURG SUD,1450,2020/7/1,2020/9/30,725,
青岛,曼萨尼约(蒙特雷),40GP,50%,HAMBURG SUD,1300,2020/7/1,2020/9/30,650,
青岛,曼萨尼约(蒙特雷),40HC,50%,HAMBURG SUD,1300,2020/7/1,2020/9/30,650,
青岛,曼萨尼约(蒙特雷),20GP,30%,MSC,1766,2020/3/1,2020/6/30,529.8,
青岛,曼萨尼约(蒙特雷),40GP,30%,MSC,1870,2020/3/1,2020/6/30,561,
青岛,曼萨尼约(蒙特雷),40HC,30%,MSC,1870,2020/3/1,2020/6/30,561,
青岛,曼萨尼约(墨西哥城还箱),20GP,100%,CMA,1778,2020/1/1,2020/2/29,1778,
青岛,曼萨尼约(墨西哥城还箱),40GP,100%,CMA,2178,2020/1/1,2020/2/29,2178,
青岛,曼萨尼约(墨西哥城还箱),40HC,100%,CMA,2178,2020/1/1,2020/2/29,2178,
青岛,"曼萨尼约,巴拿马",40GP,100%,CMA LOGISTICS,2700,2020/1/1,2020/1/31,2700,
青岛,"曼萨尼约,巴拿马",40HC,100%,CMA LOGISTICS,2700,2020/1/1,2020/1/31,2700,
青岛,梅尔佐,20GP,30%,CMA,730,2020/1/1,2020/3/31,219,
青岛,梅尔佐,40GP,30%,CMA,1460,2020/1/1,2020/3/31,438,
青岛,梅尔佐,40HC,30%,CMA,1460,2020/1/1,2020/3/31,438,
青岛,梅尔佐,20GP,30%,CMA,745,2020/4/1,2020/6/30,223.5,
青岛,梅尔佐,40GP,30%,CMA,1490,2020/4/1,2020/6/30,447,
青岛,梅尔佐,40HC,30%,CMA,1490,2020/4/1,2020/6/30,447,
青岛,梅尔佐,20GP,30%,CMA,565,2020/7/1,2020/9/30,169.5,
青岛,梅尔佐,40GP,30%,CMA,1130,2020/7/1,2020/9/30,339,
青岛,梅尔佐,40HC,30%,CMA,1130,2020/7/1,2020/9/30,339,
青岛,梅尔佐,20GP,20%,COSCO,725,2020/1/1,2020/3/31,145,
青岛,梅尔佐,40GP,20%,COSCO,1450,2020/1/1,2020/3/31,290,
青岛,梅尔佐,40HC,20%,COSCO,1450,2020/1/1,2020/3/31,290,
青岛,梅尔佐,20GP,20%,COSCO,751,2020/4/1,2020/6/30,150.2,
青岛,梅尔佐,40GP,20%,COSCO,1502,2020/4/1,2020/6/30,300.4,
青岛,梅尔佐,40HC,20%,COSCO,1502,2020/4/1,2020/6/30,300.4,
青岛,梅尔佐,20GP,20%,COSCO,614,2020/7/1,2020/9/30,122.8,
青岛,梅尔佐,40GP,20%,COSCO,1228,2020/7/1,2020/9/30,245.6,
青岛,梅尔佐,40HC,20%,COSCO,1228,2020/7/1,2020/9/30,245.6,
青岛,梅尔佐,20GP,10%,HAPAG-LLOYD,738.5,2020/1/1,2020/3/31,73.85,
青岛,梅尔佐,40GP,10%,HAPAG-LLOYD,1477,2020/1/1,2020/3/31,147.7,
青岛,梅尔佐,40HC,10%,HAPAG-LLOYD,1477,2020/1/1,2020/3/31,147.7,
青岛,梅尔佐,20GP,10%,HAPAG-LLOYD,738.5,2020/4/1,2020/6/30,73.85,
青岛,梅尔佐,40GP,10%,HAPAG-LLOYD,1477,2020/4/1,2020/6/30,147.7,
青岛,梅尔佐,40HC,10%,HAPAG-LLOYD,1477,2020/4/1,2020/6/30,147.7,
青岛,梅尔佐,20GP,10%,HAPAG-LLOYD,623.5,2020/7/1,2020/9/30,62.35,
青岛,梅尔佐,40GP,10%,HAPAG-LLOYD,1247,2020/7/1,2020/9/30,124.7,
青岛,梅尔佐,40HC,10%,HAPAG-LLOYD,1247,2020/7/1,2020/9/30,124.7,
青岛,梅尔佐,20GP,10%,MAERSK,720,2020/1/1,2020/3/31,72,
青岛,梅尔佐,40GP,10%,MAERSK,1440,2020/1/1,2020/3/31,144,
青岛,梅尔佐,40HC,10%,MAERSK,1440,2020/1/1,2020/3/31,144,
青岛,梅尔佐,20GP,10%,MAERSK,742,2020/4/1,2020/6/30,74.2,
青岛,梅尔佐,40GP,10%,MAERSK,1484,2020/4/1,2020/6/30,148.4,
青岛,梅尔佐,40HC,10%,MAERSK,1484,2020/4/1,2020/6/30,148.4,
青岛,梅尔佐,20GP,10%,MAERSK,559.5,2020/7/1,2020/9/30,55.95,
青岛,梅尔佐,40GP,10%,MAERSK,1119,2020/7/1,2020/9/30,111.9,
青岛,梅尔佐,40HC,10%,MAERSK,1119,2020/7/1,2020/9/30,111.9,
青岛,梅尔佐,20GP,30%,ONE,682,2020/1/1,2020/3/31,204.6,
青岛,梅尔佐,40GP,30%,ONE,1364,2020/1/1,2020/3/31,409.2,
青岛,梅尔佐,40HC,30%,ONE,1364,2020/1/1,2020/3/31,409.2,
青岛,梅尔佐,20GP,30%,ONE,682,2020/4/1,2020/6/30,204.6,
青岛,梅尔佐,40GP,30%,ONE,1364,2020/4/1,2020/6/30,409.2,
青岛,梅尔佐,40HC,30%,ONE,1364,2020/4/1,2020/6/30,409.2,
青岛,梅尔佐,20GP,30%,ONE,532,2020/7/1,2020/9/30,159.6,
青岛,梅尔佐,40GP,30%,ONE,1064,2020/7/1,2020/9/30,319.2,
青岛,梅尔佐,40HC,30%,ONE,1064,2020/7/1,2020/9/30,319.2,
青岛,蒙巴萨,20GP,30%,CMA,973.48,2020/1/1,2020/2/29,292.044,
青岛,蒙巴萨,40GP,30%,CMA,1644.5,2020/1/1,2020/2/29,493.35,
青岛,蒙巴萨,40HC,30%,CMA,1644.5,2020/1/1,2020/2/29,493.35,
青岛,蒙巴萨,20GP,100%,CMA,1000,2020/3/1,2020/6/30,1000,
青岛,蒙巴萨,40GP,100%,CMA,1760,2020/3/1,2020/6/30,1760,
青岛,蒙巴萨,40HC,100%,CMA,1760,2020/3/1,2020/6/30,1760,
青岛,蒙巴萨,20GP,100%,CMA,1000,2020/4/1,2020/6/30,1000,
青岛,蒙巴萨,40GP,100%,CMA,1760,2020/4/1,2020/6/30,1760,
青岛,蒙巴萨,40HC,100%,CMA,1760,2020/4/1,2020/6/30,1760,
青岛,蒙巴萨,20GP,100%,CMA,807,2020/7/1,2020/9/30,807,
青岛,蒙巴萨,40GP,100%,CMA,1374,2020/7/1,2020/9/30,1374,
青岛,蒙巴萨,40HC,100%,CMA,1374,2020/7/1,2020/9/30,1374,
青岛,蒙巴萨,20GP,70%,EVERGREEN,880,2020/1/1,2020/2/29,616,
青岛,蒙巴萨,40GP,70%,EVERGREEN,1470,2020/1/1,2020/2/29,1029,
青岛,蒙巴萨,40HC,70%,EVERGREEN,1470,2020/1/1,2020/2/29,1029,
青岛,蒙罗维亚,20GP,100%,CMA,2248,2020/1/1,2020/2/29,2248,
青岛,蒙罗维亚,40GP,100%,CMA,3600,2020/1/1,2020/2/29,3600,
青岛,蒙罗维亚,40HC,10%,CMA,3600,2020/1/1,2020/2/29,360,
青岛,蒙罗维亚,20GP,100%,MAERSK,1935,2020/3/1,2020/6/30,1935,
青岛,蒙罗维亚,40GP,100%,MAERSK,2922,2020/3/1,2020/6/30,2922,
青岛,蒙罗维亚,40HC,100%,MAERSK,2922,2020/3/1,2020/6/30,2922,
青岛,蒙罗维亚,20GP,100%,MAERSK,1640,2020/7/1,2020/9/30,1640,
青岛,蒙罗维亚,40GP,100%,MAERSK,2330,2020/7/1,2020/9/30,2330,
青岛,蒙罗维亚,40HC,100%,MAERSK,2330,2020/7/1,2020/9/30,2330,
青岛,蒙罗维亚,40HC,90%,MSC,2505,2020/1/1,2020/2/29,2254.5,
青岛,米苏拉塔,40GP,100%,MAERSK,2802,2020/3/1,2020/6/30,2802,
青岛,米苏拉塔,40HC,100%,MAERSK,2802,2020/3/1,2020/6/30,2802,
青岛,米苏拉塔,40GP,100%,MAERSK,2437,2020/7/1,2020/9/30,2437,
青岛,米苏拉塔,40HC,100%,MAERSK,2437,2020/7/1,2020/9/30,2437,
青岛,名古屋,20GP,40%,SITC,200,2020/1/1,2020/2/29,80,
青岛,名古屋,40GP,40%,SITC,190,2020/1/1,2020/2/29,76,
青岛,名古屋,40HC,40%,SITC,190,2020/1/1,2020/2/29,76,
青岛,名古屋,20GP,20%,SITC,230,2020/3/1,2021/2/28,46,
青岛,名古屋,40GP,20%,SITC,240,2020/3/1,2021/2/28,48,
青岛,名古屋,40HC,20%,SITC,240,2020/3/1,2021/2/28,48,
青岛,名古屋,20GP,60%,中创物流股份有限公司,135,2020/1/1,2020/2/29,81,
青岛,名古屋,40GP,60%,中创物流股份有限公司,140,2020/1/1,2020/2/29,84,
青岛,名古屋,40HC,60%,中创物流股份有限公司,140,2020/1/1,2020/2/29,84,
青岛,名古屋,20GP,50%,中创物流股份有限公司,161,2020/3/1,2021/2/28,80.5,
青岛,名古屋,40GP,50%,中创物流股份有限公司,191,2020/3/1,2021/2/28,95.5,
青岛,名古屋,40HC,50%,中创物流股份有限公司,191,2020/3/1,2021/2/28,95.5,
青岛,名古屋,20GP,30%,中通,175,2020/3/1,2021/2/28,52.5,
青岛,名古屋,40GP,30%,中通,235,2020/3/1,2021/2/28,70.5,
青岛,名古屋,40HC,30%,中通,235,2020/3/1,2021/2/28,70.5,
青岛,莫斯科(专列）,40HC,50%,全球国际货运代理（中国）有限公司 ,2100,2020/1/1,2020/1/31,1050,
青岛,莫斯科(专列）,40HC,50%,全球国际货运代理（中国）有限公司 ,2100,2020/2/1,2020/3/31,1050,
青岛,莫斯科(专列）,40HC,50%,全球国际货运代理（中国）有限公司 ,2050,2020/4/1,2020/6/30,1025,
青岛,莫斯科(专列）,40HC,50%,中亚宝丰国际物流有限公司,2080,2020/1/1,2020/1/31,1040,
青岛,莫斯科(专列）,40HC,50%,中亚宝丰国际物流有限公司,2080,2020/2/1,2020/3/31,1040,
青岛,莫斯科(专列）,40HC,50%,中亚宝丰国际物流有限公司,2050,2020/4/1,2020/6/30,1025,
青岛,那不勒斯,20GP,50%,COSCO,625,2020/1/1,2020/3/31,312.5,
青岛,那不勒斯,40GP,50%,COSCO,1250,2020/1/1,2020/3/31,625,
青岛,那不勒斯,40HC,50%,COSCO,1250,2020/1/1,2020/3/31,625,
青岛,那不勒斯,20GP,50%,COSCO,651,2020/4/1,2020/6/30,325.5,
青岛,那不勒斯,40GP,50%,COSCO,1302,2020/4/1,2020/6/30,651,
青岛,那不勒斯,40HC,50%,COSCO,1302,2020/4/1,2020/6/30,651,
青岛,那不勒斯,20GP,50%,COSCO,689,2020/7/1,2020/9/30,344.5,689
青岛,那不勒斯,40GP,50%,COSCO,1378,2020/7/1,2020/9/30,689,1378
青岛,那不勒斯,40HC,50%,COSCO,1378,2020/7/1,2020/9/30,689,1378
青岛,那不勒斯,20GP,30%,MAERSK,625,2020/1/1,2020/3/31,187.5,
青岛,那不勒斯,40GP,30%,MAERSK,1250,2020/1/1,2020/3/31,375,
青岛,那不勒斯,40HC,30%,MAERSK,1250,2020/1/1,2020/3/31,375,
青岛,那不勒斯,20GP,30%,MAERSK,647,2020/4/1,2020/6/30,194.1,
青岛,那不勒斯,40GP,30%,MAERSK,1294,2020/4/1,2020/6/30,388.2,
青岛,那不勒斯,40HC,30%,MAERSK,1294,2020/4/1,2020/6/30,388.2,
青岛,那不勒斯,20GP,30%,MAERSK,464.5,2020/7/1,2020/9/30,139.35,
青岛,那不勒斯,40GP,30%,MAERSK,929,2020/7/1,2020/9/30,278.7,
青岛,那不勒斯,40HC,30%,MAERSK,929,2020/7/1,2020/9/30,278.7,
青岛,那不勒斯,20GP,20%,ONE,625,2020/1/1,2020/3/31,125,
青岛,那不勒斯,40GP,20%,ONE,1250,2020/1/1,2020/3/31,250,
